evaluation_id,rank,product_id,score
EVAL-96202-context,7,B09D99G6T2,0.6351976990699768
EVAL-96202-context,8,B092VMQZXG,0.6309068202972412
EVAL-96202-context,9,B0987CBW8T,0.6279213428497314
EVAL-96202-context,10,B091TJ7PV1,0.6157267689704895
EVAL-96202-direct,1,B09D9HX6WR,0.711625874042511
EVAL-96202-direct,2,B09D9KBVDN,0.7028734683990479
EVAL-96202-direct,3,AURUM-NEW-003,0.6813507080078125
EVAL-96202-direct,4,B09D9C9R31,0.6700623631477356
EVAL-96202-direct,5,B01CDJQM9S,0.6595667600631714
EVAL-96202-direct,6,B087WJK7CP,0.6412619352340698
EVAL-96202-direct,7,B09928JYF7,0.6185438632965088
EVAL-96202-direct,8,B0172UUVFY,0.6123625636100769
EVAL-96202-direct,9,B07DPXH8VR,0.6076780557632446
EVAL-96202-direct,10,B0972BCS2L,0.5939160585403442
EVAL-96202-semantic,1,B09D9HX6WR,0.6872819662094116
EVAL-96202-semantic,2,AURUM-NEW-003,0.6813174486160278
EVAL-96202-semantic,3,B09D9C9R31,0.6712042689323425
EVAL-96202-semantic,4,B09D9KBVDN,0.6684989333152771
EVAL-96202-semantic,5,B0972BCS2L,0.6325551271438599
EVAL-96202-semantic,6,B07RR79J3Q,0.6293912529945374
EVAL-96202-semantic,7,B09D99G6T2,0.6281628608703613
EVAL-96202-semantic,8,B091TJ7PV1,0.6268503069877625
EVAL-96202-semantic,9,B08742951P,0.618634819984436
EVAL-96202-semantic,10,B07Q2F3151,0.6180433630943298
